UF,UF,MUNICÍPIO,CNPJ,FARMÁCIA,ENDEREÇO,BAIRRO,Data do Credenciamento
SC,4218905,URUBICI,78.612.017/0001-97,FARMACIA TUNISIA LTDA," PCA CAETANO VIEIRA DE SOUZA, 459, SALA 01  ",CENTRO,07/10/2010
SC,4218954,URUPEMA,11.327.825/0001-31,ROSILEI CRUZ DE SOUZA ANDRADE," AV. MANOEL PEREIRA DE MEDEIROS, S/N  ",CENTRO,08/09/2011
SC,4219002,URUSSANGA,00.918.061/0001-32,DROGARIA BENEDETTA LTDA," PCA ANITA GARIBALDI, 198, SALA 01  ",CENTRO,14/06/2010
SC,4219002,URUSSANGA,01.574.989/0001-00,FARMACIA N. S. DA CONCEICAO LTDA, RUA PREFEITO JACINTO DE BRIDA 182  ,CENTRO,31/12/2013
SC,4219002,URUSSANGA,04.956.644/0001-09,C.R.LOPES DROGARIA LTDA," RUA JOAO MARIA CANCELLIER, 20  ",ESTACAO,31/08/2010
SC,4219002,URUSSANGA,07.665.032/0001-55,LM FARMACIA SACCON LTDA, PRESIDENTE VARGAS 345 SALA  02,CENTRO,22/07/2009
SC,4219002,URUSSANGA,08.332.432/0001-01,FIORE FARMA COMERCIO DE MEDICAMENTOS LTDA," POLIDORO BEZ BATTI, 72, SALA 01  ",NOVA ITALIA,25/01/2010
SC,4219002,URUSSANGA,79.644.845/0001-70,FARMACIA DALILA LTDA," RUA LUCIA DELFINO DA ROSA, 224  ",ESTACAO,07/10/2010
SC,4219002,URUSSANGA,79.687.380/0001-34,FARMACIA SANTO ANTONIO LTDA," PRACA ANITA GARIBALDI, 257  ",CENTRO,20/01/2011
SC,4219002,URUSSANGA,82.849.951/0001-02,FARMACIA CENTRO LTDA," PCA ANITA GARIBALDI, 73  ",CENTRO,04/07/2011
SC,4219002,URUSSANGA,86.530.003/0001-52,FARMACIA SANTA TEREZINHA LTDA, AV PRESIDENTE VARGAS 100 - SALA  ,CENTRO,05/04/2012
SC,4219101,VARGEAO,00.057.564/0001-60,FARMACIA VARGEAO LTDA," RUA VICENTE SPONCHIADO, 187  ",CENTRO,08/11/2010
SC,4219101,VARGEAO,04.383.338/0001-20,DROGARIA E FARMACIA BIO'S FARMA LTDA," R 7 DE SETEMBRO, 476 SALA 02  ",CENTRO,25/01/2011
SC,4219150,VARGEM,83.516.765/0006-10,OSNI BOING E CIA LTDA, ARNO SCHMIDT  ,CENTRO,31/10/2012
SC,4219176,VARGEM BONITA,00.663.159/0001-96,FARMARCON LTDA," RUA XV DE NOVEMBRO, 1538, SL 01  ",CENTRO,04/07/2011
SC,4219176,VARGEM BONITA,03.777.341/0349-07,SERVICO SOCIAL DA INDUSTRIA," RUA CAE CEREJEIRA, SN  ",CAMPINA DA ALEGRIA,31/12/2013
SC,4219200,VIDAL RAMOS,04.224.801/0001-91,BIO BIA MEDICAMENTOS LTDA," AVENIDA JORGE LACERDA, 1090  ",CENTRO,04/07/2011
SC,4219200,VIDAL RAMOS,75.879.957/0001-59,FARMACIA JOSAN LTDA," LEOBERTO LEAL, Nº 40   ",CENTRO ,25/05/2009
SC,4219309,VIDEIRA,03.777.341/0047-49,SERVICO SOCIAL DA INDUSTRIA, RODOVIA SC 355 N° 1.721  ,SANTA TEREZA,12/06/2006
SC,4219309,VIDEIRA,03.777.341/0100-48,SERVICO SOCIAL DA INDUSTRIA, RUA SAUL BRANDALISE Nº 93  ,CENTRO,07/06/2006
SC,4219309,VIDEIRA,07.816.542/0001-86,CENTRALFARMA - COMERCIO DE PRODUTOS FARMACEUTICOS LTDA.," AVENIDA DOM PEDRO II, Nº 35 - SALA 101  ",CENTRO,31/10/2012
SC,4219309,VIDEIRA,08.020.126/0001-30,LIDER COSMETICOS E MEDICAMENTOS LTDA," AV BRASIL, Nº 07  ",CENTRO,15/09/2009
SC,4219309,VIDEIRA,61.585.865/0928-46,RAIA DROGASIL S/A," av raimundo pereira de magalhaes, 1465 - suc 1035 piso terreo  ",IRIS,11/08/2014
SC,4219309,VIDEIRA,79.408.746/0001-99,FARMACIA E DROGARIA SOMENSI LTDA," R SAUL BRANDALISE, Nº 993  ",CENTRO,19/10/2006
SC,4219309,VIDEIRA,79.408.746/0006-01,FARMACIA E DROGARIA SOMENSI LTDA," AV 10 DE MARCO, Nº 1220, SALA 02  ",UNIVERSIDADE,28/04/2015
SC,4219309,VIDEIRA,80.650.245/0001-01,FARMACIA GEREMIAS LTDA," RUA ANTÔNIO PINTO, Nº 117  ",PAÇO MINICIPAL,25/09/2006
SC,4219309,VIDEIRA,80.650.245/0002-84,FARMACIA GEREMIAS LTDA," AVENIDA DOM PEDRO II, 73  ",CENTRO,25/09/2006
SC,4219309,VIDEIRA,80.650.245/0003-65,FARMACIA GEREMIAS LTDA, RUA BULCÃO VIANA   ,FLORESTA,25/09/2006
SC,4219309,VIDEIRA,80.650.245/0004-46,FARMACIA GEREMIAS LTDA," RUA SAUL BRANDALISE, 415  ",CENTRO,25/09/2006
SC,4219309,VIDEIRA,80.650.245/0005-27,FARMACIA GEREMIAS LTDA," R CORONEL FAGUNDES, Nº 03  ",CENTRO,25/09/2006
SC,4219309,VIDEIRA,83.525.675/0001-81,FARMACIA EDSON COLLE LTDA," RUA SAUL BRANDELISE, Nº 198  ",CENTRO ,30/08/2007
SC,4219309,VIDEIRA,83.525.675/0003-43,FARMACIA EDSON COLLE LTDA," RUA PE.ANCHIETA, 1370 - SALA  ",CENTRO,11/08/2014
SC,4219309,VIDEIRA,83.525.675/0004-24,FARMACIA EDSON COLLE LTDA," RUA BENJAMIN GRAZZIOTIN, 17 - SALA   ",CENTRO,11/08/2014
SC,4219309,VIDEIRA,83.525.675/0005-05,FARMACIA EDSON COLLE LTDA," XV DE NOVEMBRO, Nº 300, SALA  ",CENTRO,30/08/2007
SC,4219309,VIDEIRA,84.683.481/0085-85,CIA LATINO AMERICANA DE MEDICAMENTOS, RUA SAUL BRANDALISE  Nº36  ,CENTRO,28/07/2006
SC,4219309,VIDEIRA,88.212.113/0189-04,COMERCIO DE MEDICAMENTOS BRAIR LTDA," RUA SAUL BRANDALISE, 120 - LOJA 01A  ",CENTRO,16/09/2011
SC,4219358,VITOR MEIRELES,06.172.804/0001-54,ROSEFARMA FARMACIA E DROGARIA LTDA," RUA SANTA CATARINA, Nº 2677 - SALA 01  ",CENTRO,02/10/2009
SC,4219358,VITOR MEIRELES,17.469.377/0001-97,PRICILA DA ROLD, RUA SANTA CATARINA 2165 SALA 3  ,CENTRO,22/11/2013
SC,4219358,VITOR MEIRELES,18.190.062/0001-79,DOM FARMA CENTRAL LTDA, CURT HERING 640 SALA  02,CENTRO,09/07/2014
SC,4219408,WITMARSUM,12.447.037/0001-41,WIT FARMA FARMACIA LTDA, RUA 7 DE SETEMBRO 1703 SALA 01  ,CENTRO,14/12/2012
SC,4219507,XANXERE,03.777.341/0103-90,SERVICO SOCIAL DA INDUSTRIA, AV. BRASIL  N°139  ,CENTRO,12/06/2006
SC,4219507,XANXERE,04.601.452/0002-60,FARMACIA DAL AGNOL LTDA, DOM PEDRO II 435 SALA  02,CENTRO,16/09/2014
SC,4219507,XANXERE,05.383.168/0001-47,FARMACIA XANXERE 3 LTDA," RUI BARBOSA, 188  ",CENTRO,30/12/2009
SC,4219507,XANXERE,05.748.739/0001-08,FARMACIA MENIN LTDA," NEREU RAMOS, 977, SALA 02  ",CENTRO,12/03/2010
SC,4219507,XANXERE,07.268.603/0001-18,FARMACIA PISSETTI LTDA," BRASIL, 700, SALA 02  ",CENTRO,23/10/2009
SC,4219507,XANXERE,08.283.241/0001-05,FARMACIA SILVA E COMEL LTDA, SANTA CATARINA 807 SALA,CENTRO,31/12/2013
SC,4219507,XANXERE,08.730.667/0001-51,FARMACIA E DROGARIA BORTOLOTTO LTDA," R. PAPA JOAO XXIII, 525, SALA 01  ",CENTRO,16/09/2011
SC,4219507,XANXERE,08.870.840/0002-06,FACRIFARMA LTDA," RUA GONCALVES LEDO, 398, SALA 01   ",VISTA ALEGRE,25/11/2010
SC,4219507,XANXERE,08.870.840/0003-89,FACRIFARMA LTDA," RUA CEL. PASSOS MAIA, 404, SALA 01  ",CENTRO,02/02/2011
SC,4219507,XANXERE,08.870.840/0004-60,FACRIFARMA LTDA, SAO JOAO 428 ,CENTRO,21/12/2012
SC,4219507,XANXERE,08.950.647/0001-96,FARMACIA XANXERE LTDA," AVENIDA BRASIL, 400 - SALA 01  ",CENTRO ,27/04/2015
SC,4219507,XANXERE,10.680.121/0001-85,FARMACIA SBARAINI LTDA," RUA CORONEL PASSOA MAIA, 765  ",CENTRO,17/06/2011
SC,4219507,XANXERE,10.680.121/0002-66,FARMACIA SBARAINI LTDA," rua LA SALLE, 78  ",CENTRO,21/11/2012
SC,4219507,XANXERE,15.757.918/0001-57,MR - FARMA LTDA, RUA CELESTINO DO NASCIMENTO 408   ,CENTRO,11/12/2013
SC,4219507,XANXERE,19.815.441/0001-70,FARMACIA XANXERE 2 LTDA," RUA PARA, 280 - SALA COMERCIAL  ",CENTRO,27/04/2015
SC,4219507,XANXERE,79.000.477/0001-27,FARMACIA CAZERAGHI LTDA, CEL PASSOS MAIA 759  ,CENTRO,06/01/2009
SC,4219507,XANXERE,80.113.582/0001-51,FARMACIA E DROGARIA RIGATTI LTDA," RUA OLAVO BILAC, 06  ",CENTRO,17/06/2011
SC,4219507,XANXERE,80.693.534/0001-80,ELIANE BIM VIVAN & CIA LTDA," OLIMPIO JULIO TORTATTO, 171, SALA 02  ",CENTRO,12/01/2010
SC,4219507,XANXERE,83.678.169/0001-22,FARMACIA XANXERE 6 LTDA," R CELESTINO DO NASCIMENTO, 436  ",CENTRO,21/09/2011
SC,4219507,XANXERE,84.683.481/0138-21,CIA LATINO AMERICANA DE MEDICAMENTOS," RUA CEL PASSOS MAIA, 623, SALA 01  ",CENTRO,06/05/2011
SC,4219606,XAVANTINA,80.434.152/0001-31,FARMACIA XAVANTINA LTDA," RUA PREFEITO OCTAVIO U. SIMON, 303  ",CENTRO,31/10/2012
SC,4219705,XAXIM,03.406.864/0001-04,ARTHURO MEDICAMENTOS E PERFUMARIA LTDA, ANDRE LUNARDI 1277  ,CENTRO,08/01/2009
SC,4219705,XAXIM,03.678.419/0008-61,DIMEOESTE COMERCIO DE PRODUTOS FARMACEUTICOS LTDA, COLUMBIA 1380 ,JARDIM PEPERI,29/08/2014
SC,4219705,XAXIM,08.870.840/0001-17,FACRIFARMA LTDA," AVENIDA PLINIO ARLINDO, Nº 1125, SALA: 02  ",CENTRO ,16/12/2008
SC,4219705,XAXIM,11.175.226/0001-40,FZ FARMA LTDA," AV GIACOMO LUNARDI, 622, SALA 02  ",ALVORADA ,01/07/2010
SC,4219705,XAXIM,11.175.226/0002-20,FZ FARMA LTDA," AV PLINIO ARLINDO DE NES, 1224 - CENTRO  ",CENTRO,31/12/2013
SC,4219705,XAXIM,82.775.776/0001-48,FARMACIA XAXIM LTDA," PLINIO ARLINDO DE NES, 931, SALA  ",CENTRO,12/01/2010
SC,4219705,XAXIM,82.832.692/0001-07,FARMACIA GLOBO LTDA," RUA 10 DE NOVEMBRO, 1372 - SALA   ",CENTRO,20/09/2012
SC,4219705,XAXIM,84.683.481/0171-42,CIA LATINO AMERICANA DE MEDICAMENTOS," AV. PLINIO ARLINDO DE NES, 762, SALA 01  ",CENTRO,25/01/2011
SC,4219705,XAXIM,85.266.203/0001-87,FARMACIA SPEZIA & CIA LTDA, PRESIDENTE CASTELO BRANCO 113 SALA  01,CENTRO,29/04/2014
SC,4219705,XAXIM,85.397.834/0001-35,DROGARIA SAO LUIZ LTDA," PLINIO ARLINDO DE NES, 1252, SALA  ",CENTRO,03/02/2010
SC,4219853,ZORTEA,07.604.552/0001-58,CHARLES FAVERO," RUA ANTONIO ZORTEA PRIMO, 170  ",CONCEICAO,14/06/2010
SE,2800209,AQUIDABA,00.293.651/0001-17,DROGARIA BIOFARMA LTDA," AVENIDA MAYNARD GOMES, CASA 960  ",CENTRO,05/05/2010
SE,2800209,AQUIDABA,09.250.405/0001-52,ANDRADE MORENO LTDA, RUA MONSENHOR RANGEL 197   ,CENTRO,22/11/2013
SE,2800209,AQUIDABA,10.376.303/0001-67,FARMACIA ROCHA & ROCHA LTDA," MAYNARD GOMES, Nº 880  ",CENTRO,02/10/2009
SE,2800209,AQUIDABA,32.703.142/0001-01,WAYNE & GONZAGA LTDA, DA BANDEIRA 61 ,CENTRO,14/12/2012
SE,2800308,ARACAJU,00.430.654/0001-55,LUCIA BARRETO VASCONCELOS," RUA SAO FRANCISCO DE ASSIS, N° 128  ",SANTOS DUMONT,31/10/2014
SE,2800308,ARACAJU,02.839.366/0001-84,SIMONE V. A. RABELO & CIA. LTDA., PRAÇA CARVALHO NETO 115  ,ATALAIA,20/12/2013
SE,2800308,ARACAJU,02.989.450/0001-84,FARMACIA EDSON LTDA," AV BARAO DE MARUIM, 538  ",CENTRO,09/10/2013
SE,2800308,ARACAJU,03.213.903/0001-49,FARMACIA SOUZA LTDA, LARANJEIRAS  ,CENTRO,04/07/2011
SE,2800308,ARACAJU,06.349.863/0001-55,DROGARIA S.G.LTDA, RUA URBANO NETO 801  ,COROA DO MEIO,11/12/2013
SE,2800308,ARACAJU,06.626.253/0139-97,EMPREENDIMENTOS PAGUE MENOS S/A, AVENIDA HERMES FONTES Nº 318  ,CIRURGIA,24/03/2006
SE,2800308,ARACAJU,06.626.253/0154-26,EMPREENDIMENTOS PAGUE MENOS S/A, RUA JOÃO PESSOA N.231  ,CENTRO,24/03/2006
SE,2800308,ARACAJU,06.626.253/0158-50,EMPREENDIMENTOS PAGUE MENOS S/A, AV FRANCISCO PORTO 490  ,SALGADO FILHO,24/03/2006
SE,2800308,ARACAJU,06.626.253/0166-60,EMPREENDIMENTOS PAGUE MENOS S/A, AVENIDA FRANKLIN DE CAMPOS SOBRAL Nº 2255  ,GRAGERU,24/03/2006
SE,2800308,ARACAJU,06.626.253/0202-68,EMPREENDIMENTOS PAGUE MENOS S/A, AV. BEIRA MAR N.926  ,TREZE DE JULHO,24/03/2006
SE,2800308,ARACAJU,06.626.253/0241-74,EMPREENDIMENTOS PAGUE MENOS S/A, AV. BARÃO DE MAROIM N.552  ,CENTRO,24/03/2006
SE,2800308,ARACAJU,06.626.253/0518-13,EMPREENDIMENTOS PAGUE MENOS S/A," Rua LARANJEIRAS, 238  ",CENTRO,06/11/2013
SE,2800308,ARACAJU,07.859.024/0001-40,FARMACIA KAMILLA LTDA, NOVA PARAIBA  ,AMERICA,18/08/2009
SE,2800308,ARACAJU,08.760.867/0001-57,FARMACIA HIPER CENTER FARMA LTDA, JOSE PEDRO MARTINS 174 ,CENTRO,22/07/2009
SE,2800308,ARACAJU,09.230.833/0001-13,RAFAEL ARAUJO RABELO LTDA, MANOEL GOMES DA ROCHA  ,LUZIA,09/10/2013
SE,2800308,ARACAJU,09.277.033/0001-58,JEAN JORGE ARAUJO SANTOS," AVENIDA SAO JOAO BATISTA, 1150-CONJ CASTELO BRANCO  ",PONTO NOVO,25/11/2010
SE,2800308,ARACAJU,10.744.497/0001-06,FARMICUS COMERCIO DE MEDICAMENTOS LTDA," AVENIDA CANAL LOTEAMENTO PORTO SUL, 1410 - AVENIDA JOSE VICENTE DE ALMEIDA  ",MOSQUEIRO,25/02/2015
SE,2800308,ARACAJU,10.744.497/0002-97,FARMICUS COMERCIO DE MEDICAMENTOS LTDA," AVENIDA JOAO BATISTA MACHADO, 149 - AVENIDA JOSE VICENTE DE ALMEIDA  ",SAO CONRADO,25/02/2015
SE,2800308,ARACAJU,11.262.139/0001-20,ENERGY FARMA COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS LTDA, Avenida MARIETA LEITE 83  ,GRAGERU,23/10/2013
SE,2800308,ARACAJU,11.646.253/0001-53,FARMACIA VIVA MELHOR LTDA, RUA EDINEIDE CALIXTO 255 ,POVOADO CAUEIRA,20/12/2012
SE,2800308,ARACAJU,13.009.154/0001-96,FARMACIA MERCURIO LTDA, RUA LARANJEIRAS  Nº 200  ,CENTRO,17/12/2013
SE,2800308,ARACAJU,13.097.795/0001-40,FARMACIA SANTA RITA DE CASSIA LTDA," AVENIDA SAO JOAO BATISTA, Nº 320  ",CASTELO BRANCO ,06/01/2009
SE,2800308,ARACAJU,13.136.155/0001-00,SOUZA JUNIOR E CIA LTDA," RUA LARANJEIRAS, 115, A- CONJ. EDUARDO GOMES  ",CENTRO,04/07/2011
SE,2800308,ARACAJU,13.136.155/0003-63,SOUZA JUNIOR E CIA LTDA," AVENIDA HERMES FONTES, Nº 1702  ",SUISSA,31/12/2013
SE,2800308,ARACAJU,13.154.356/0001-21,FARMACIA PREFERIDA LTDA," RUA JOSE ARAUJO NETO - CJ ORLANDO DANTAS, 328 - LOJA A  ",SAO CONRADO,28/05/2015
SE,2800308,ARACAJU,13.912.191/0001-00,EDSON RABELO DOS SANTOS E CIA LTDA," AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 120  ",DEZOITO DO FORTE,25/01/2011
SE,2800308,ARACAJU,32.755.092/0001-06,AGV FARMACIAS LTDA, RUA URBANO NETO 2395 LOJA A   ,COROA DO MEIO,21/09/2009
SE,2800308,ARACAJU,32.759.623/0001-39,FARMACIA BARRETO VASCONCELOS LTDA, GONCALO ROLEMBERG LEITE  ,SUICA,31/10/2014
SE,2800308,ARACAJU,32.763.823/0001-65,RABELO E CIA LTDA, ANTONIO ALVES  ,ATALAIA,09/10/2013
SE,2800308,ARACAJU,32.775.900/0001-05,BELEM & CIA LTDA, I 402 ,CONJ. JOAO ALVES FILHO,04/07/2011
SE,2800308,ARACAJU,32.810.988/0001-40,FARMACIA MAX LTDA," rua ESPIRITO SANTO, 1097  ",NOVO PARAISO ,14/12/2012
SE,2800308,ARACAJU,32.851.818/0001-04,FARMACIA EDILMA LTDA, AVENIDA JOSINO JOSÉ DE ALMEIDA Nº 205  ,FAROLANDIA,21/08/2008
SE,2800308,ARACAJU,32.851.818/0002-95,FARMACIA EDILMA LTDA," RUA JOSE PRADO FRANCO, 530   ",CENTRO,17/07/2015
SE,2800308,ARACAJU,32.859.779/0001-91,FARMACIA JR SOUZA LTDA, SAO PAULO  ,JOSE CONRADO DE ARAUJO,09/07/2014
SE,2800308,ARACAJU,47.508.411/1173-47,COMPANHIA BRASILEIRA DE DISTRIBUICAO," AV ADELIA FRANCO, Nº 3735  ",INACIO BARBOSA,26/11/2009
SE,2800308,ARACAJU,61.585.865/1180-71,RAIA DROGASIL S/A," RUA CEDRO, 09 - 21   ",SAO JOSE,12/05/2015
SE,2800308,ARACAJU,61.585.865/1185-86,RAIA DROGASIL S/A," AVENIDA JORGE AMADO, 426   ",JARDINS,15/04/2015
SE,2800407,ARAUA,15.617.806/0001-09,DROGADIAS LTDA," PC CORONEL JOAO NETO, N°259  ",CENTRO,30/10/2023
SE,2800407,ARAUA,27.253.810/0001-06,FARMACIA NOSSA SENHORA DA CONCEICAO LTDA," PC CORONEL JOAO NETO, N°259 SALA A  ",CENTRO,14/12/2023
SE,2800506,AREIA BRANCA,03.103.749/0001-52,MARIA DE LOURDES ALMEIDA, POVOADO JUNCO  ,ZONA RURAL,21/12/2012
SE,2800506,AREIA BRANCA,07.755.701/0001-80,DROGARIA NOSSA SENHORA APARECIDA LTDA, RUA HERACLITO DINIZ 1403   ,CENTRO,20/12/2012
SE,2800605,BARRA DOS COQUEIROS,29.650.960/0001-89,CN FARMACIA E PERFUMARIA LTDA," RUA 25 DE NOVEMBRO, N°59  ",JARDIM MARIVAN,26/03/2024
SE,2800605,BARRA DOS COQUEIROS,32.854.309/0001-35,FARMACIA BOA SAUDE LTDA," AVENIDA OCEANICA, 08   ",CJ.PRISCO VIANA,15/05/2015
SE,2800670,BOQUIM,13.095.625/0001-26,IRMAOS BARBOSA LTDA," AV. MANOEL EUGENIO, 35  ",CENTRO,23/05/2012
SE,2800670,BOQUIM,13.145.354/0001-76,DROGARIA J B E IRMAO LTDA, PRAÇA DARIA BARRETO Nº 123  ,CENTRO,20/05/2008
SE,2801108,CANHOBA,27.892.486/0001-76,JOSE WICTOR SANTOS BOMFIM," JOSE WICTOR SANTOS BOMFIM, N°6 ANEXO SALAO  ",CENTRO,15/05/2024
SE,2801207,CANINDE DE SAO FRANCISCO,02.684.542/0003-18,HUMBERTO JORGE FARIAS DE OLIVEIRA LTDA," AVENIDA ANANIAS FERNANDES DOS SANTOS, N°760B  ",CENTRO,14/12/2023
SE,2801306,CAPELA,17.331.881/0001-26,ADEMILTON DO NASCIMENTO, PRAÇA MANOEL CARDOSO SOUZA 29 A  ,CENTRO,05/05/2014
SE,2801405,CARIRA,08.787.378/0001-99,DROGARIA NOVA VIDA LTDA," PCA VEREADOR JOAO OLIVEIRA, 68 - SALAO  ",CENTRO,06/12/2013
SE,2801405,CARIRA,09.018.653/0001-72,FARMACIA WVS LTDA," RUA TENENTE JOSE ROSA ARAUJO, 33  ",CENTRO,23/05/2011
SE,2801405,CARIRA,15.600.422/0003-37,RODRIGO SANTOS & CIA LTDA," RUA ANTONIO JOSE BASTOS, 07 - LOJA  ",CENTRO,06/11/2013
SE,2801504,CARMOPOLIS,11.950.931/0001-77,MATEUS SANTOS MELO PRODUTOS FARMACEUTICOS, rua FONTE DA SAUDADE 08  ,CENTRO,22/11/2013
SE,2801702,CRISTINAPOLIS,13.439.583/0001-01,ANE CAROLINE SANTANA SANTOS PRODUTOS FARMACEUTICOS," AV. DES. OTAVIO DE SOUZA LEITE, 565, SALAO  ",CENTRO,04/07/2011
SE,2802106,ESTANCIA,10.573.832/0001-50,MI COMERCIO DE PRODUTOS FARMACEUTICOS LTDA," AVENIDA RAIMUNDO SILVEIRA SOUZA, 1520  ",ALAGOAS,15/12/2010
SE,2802106,ESTANCIA,11.930.668/0001-54,DROGARIA + POPULAR LTDA, alugado 7 DE SETEMBRO 62  ,CENTRO,14/12/2012
SE,2802106,ESTANCIA,11.970.326/0001-68,TATIANE TAVARES CHAVES E CIA LTDA," RUA CAPITAO SALOMAO, 303  ",CENTRO,22/08/2011
SE,2802106,ESTANCIA,13.145.354/0003-38,DROGARIA J B E IRMAO LTDA, RUA CAMERINO Nº 119  ,CENTRO,27/03/2008
SE,2802106,ESTANCIA,13.145.354/0006-80,DROGARIA J B E IRMAO LTDA," RUA CAPITAO SALOMAO, Nº84  ",CENTRO,27/03/2006
SE,2802106,ESTANCIA,13.145.354/0007-61,DROGARIA J B E IRMAO LTDA, RAIMUNDO SILVEIRA SOUZA 1627 ,ALAGOAS,25/08/2011
SE,2802106,ESTANCIA,13.145.354/0010-67,DROGARIA J B E IRMAO LTDA," RUA CAPITAO SALOMAO, 313  ",CENTRO,05/09/2014
SE,2802106,ESTANCIA,16.189.763/0001-62,HELVECIO SOUSA DOS ANJOS FILHO," RUA DA LIBERDADE, 142  ",CENTRO,03/02/2010
SE,2802205,FEIRA NOVA,08.528.194/0007-08,CICERO OLIVEIRA SOUZA COMERCIO FARMACEUTICO," AVENIDA CONEGO MIGUEL MONTEIRO BARBOSA, 359  ",CENTRO,15/05/2024
SE,2802205,FEIRA NOVA,50.598.288/0001-16,MARISA MENEZES FN LTDA, JOSE ALVES DE QUEIROZ  ,CENTRO,30/01/2024
SE,2802304,FREI PAULO,02.766.802/0001-32,J DANTAS E RODRIGUES LTDA, PCA JACKSON FIGUEIREDO 454   ,CENTRO,22/11/2013
SE,2802304,FREI PAULO,12.091.832/0001-40,DROGARIA FREI PAULO NORDESTE LTDA, RUA CAPITAO JOAO TAVARES 241   ,CENTRO,22/11/2013
SE,2802403,GARARU,15.552.919/0001-65,LYCIA IRIS PEREIRA DE ALBUQUERQUE, PRAÇA RIO BRANCO RIO BRANCO 65  ,CENTRO,09/10/2013
SE,2802601,GRACHO CARDOSO,08.528.194/0002-95,CICERO OLIVEIRA SOUZA COMERCIO FARMACEUTICO," AVENIDA PRESIDENTE GETULIO VARGAS, N°25  ",CENTRO,14/05/2024
SE,2802601,GRACHO CARDOSO,48.645.211/0001-08,FARMACIA DO SERTAO LTDA, PC DA MATRIZ  ,CENTRO,09/10/2024
SE,2802700,ILHA DAS FLORES,22.799.261/0001-56,FARMACIA MARCONDES COMERCIO LTDA," PC BARAO DO RIO BRANCO, N°218 CASA  ",CENTRO,15/05/2024
SE,2802809,INDIAROBA,13.097.886/0001-85,DROGARIA FONTES LTDA," PCA PRADO KELLY, 384   ",CENTRO,13/05/2015
SE,2802908,ITABAIANA,00.465.064/0001-68,NOSSA FARMACIA LTDA," RUA SANTA CRUZ, 17   ",SERRANO,24/04/2015
SE,2802908,ITABAIANA,06.626.253/0318-98,EMPREENDIMENTOS PAGUE MENOS S/A," LRG SANTO ANTONIO, Nº 25  ",CENTRO,02/10/2009
SE,2802908,ITABAIANA,15.089.642/0001-86,J N & CIA LTDA," AV. OTONIEL DOREA, 347  ",CENTRO,21/09/2011
SE,2802908,ITABAIANA,15.600.422/0001-75,RODRIGO SANTOS & CIA LTDA," SANTO ANTONIO, 7, COMERCIAL  ",CENTRO,18/08/2009
SE,2802908,ITABAIANA,15.600.422/0004-18,RODRIGO SANTOS & CIA LTDA," PRACA GENERAL JOAO PEREIRA, 200 - LOJA  ",CENTRO,06/11/2013
SE,2802908,ITABAIANA,17.341.499/0001-01,DROGARIA PREFERENCIAL LTDA," RUA SAO PAULO, Nº 234, TERREO  ",CENTRO,30/12/2013
SE,2802908,ITABAIANA,32.729.428/0001-66,L CUNHA COMERCIAL LTDA," RUA QUINTINO DE LACERDA, 497  ",CENTRO,05/08/2011
SE,2803005,ITABAIANINHA,13.137.898/0001-96,FARMADIAS LTDA," RUA EURICO MONTEIRO ALVES, Nº 15A  ",CENTRO,06/11/2006
SE,2803005,ITABAIANINHA,32.860.124/0001-33,DUQUE E TRINDADE LTDA," RUA MAJOR ERNESTO, 74  ",CENTRO,17/06/2011
SE,2803005,ITABAIANINHA,32.882.052/0001-25,R & J COMERCIAL DE PROD FARMACEUTICOS LTDA, PRAÇA OLIMPIO CAMPOS Nº156 SALÃO  ,CENTRO,11/04/2007
SE,2803005,ITABAIANINHA,32.888.232/0001-14,DROGARIA MAFAMAR LTDA," PRAÇA TENNYSON FONTES SOUZA, 25, SALA B  ",CENTRO,25/01/2011
SE,2803104,ITABI,06.298.469/0001-35,DROGARIA GONZAGA & ANDRADE LTDA," PEDRO VIEIRA DE MANEZES, 128  ",CENTRO,03/02/2010
SE,2803104,ITABI,11.738.163/0001-92,IRMAOS CARDOSO COMERCIO DE PRODUTOS FARMACEUTICOS LTDA," RUA DO COMERCIO, 17  ",CENTRO,25/09/2014
SE,2803203,ITAPORANGA D'AJUDA,00.375.195/0001-54,ALMEIDA & LIMA LTDA," RUA PREF. ANTONIO CONDE SOBRAL, 62  ",CENTRO,13/08/2013
SE,2803401,JAPOATA,15.610.280/0001-27,MARIA ANITA GOMES MATEUS VILAR," PRAÇA DA MATRIZ, 514  ",CENTRO,05/05/2014
SE,2803500,LAGARTO,06.626.253/0598-06,EMPREENDIMENTOS PAGUE MENOS S/A," AVENIDA CONTORNO BR, 316  ",CENTRO,11/04/2014
SE,2803500,LAGARTO,10.399.150/0001-73,FARMACIA KI SAUDE LTDA," AVENIDA LIBERIO MONTEIRO, 143, LOJA  ",CENTRO,24/08/2011
SE,2803500,LAGARTO,11.509.887/0001-64,FARMACIA MARCELLUS LTDA," AV PISTA PRINCIPAL, 383  ",COLONIA TREZE,07/10/2010
SE,2803500,LAGARTO,13.145.354/0008-42,DROGARIA J B E IRMAO LTDA," RUA LAUDELINO FREIRE, 03  ",CENTRO,22/08/2014
